BusinessEntityID,PersonType,NameStyle,FirstName,LastName,EmailPromotion
123,EM,0,Vamsi,Kuppa,0
124,EM,0,Kim,Ralls,2
125,EM,0,Matthias,Berndt,0
126,EM,0,Jimmy,Bischoff,0
127,EM,0,David,Hamilton,1
128,EM,0,Paul,Komosinski,2
129,EM,0,Gary,Yukish,0
130,EM,0,Rob,Caron,0
131,EM,0,Baris,Cetinok,2
132,EM,0,Nicole,Holliday,0
133,EM,0,Michael,Rothkugel,2
134,EM,0,Eric,Gubbels,2
135,EM,0,Ivo,Salmre,0
136,EM,0,Sylvester,Valdez,0
137,EM,0,Anibal,Sousa,0
138,EM,0,Samantha,Smith,0
139,EM,0,Hung-Fu,Ting,0
140,EM,0,Prasanna,Samarawickrama,1
141,EM,0,Min,Su,0
142,EM,0,Olinda,Turner,0
143,EM,0,Krishna,Sunkammurali,2
144,EM,0,Paul,Singh,2
145,EM,0,Cynthia,Randall,0
146,EM,0,Jian Shuo,Wang,0
147,EM,0,Sandra,Reátegui Alayo,0
148,EM,0,Jason,Watters,0
149,EM,0,Andy,Ruth,1
150,EM,0,Michael,Vanderhyde,2
151,EM,0,Rostislav,Shabalin,2
152,EM,0,Yuhong,Li,1
153,EM,0,Hanying,Feng,0
154,EM,0,Raymond,Sam,0
155,EM,0,Fadi,Fakhouri,2
156,EM,0,Lane,Sacksteder,1
157,EM,0,Linda,Randall,0
158,EM,0,Shelley,Dyck,0
159,EM,0,Terrence,Earls,1
160,EM,0,Jeff,Hay,1
161,EM,0,Kirk,Koenigsbauer,1
162,EM,0,Laura,Steele,0
163,EM,0,Alex,Nayberg,1
164,EM,0,Andrew,Cencini,0
165,EM,0,Chris,Preston,0
166,EM,0,Jack,Richins,0
167,EM,0,David,Johnson,0
168,EM,0,Garrett,Young,2
169,EM,0,Susan,Metters,1
170,EM,0,George,Li,0
171,EM,0,David,Yalovsky,1
172,EM,0,Marc,Ingle,2
173,EM,0,Eugene,Zabokritski,0
174,EM,0,Benjamin,Martin,2
175,EM,0,Reed,Koch,0
176,EM,0,David,Lawrence,0
177,EM,0,Russell,King,0
178,EM,0,John,Frum,2
179,EM,0,Jan,Miksovsky,0
180,EM,0,Katie,McAskill-White,2
181,EM,0,Michael,Hines,0
182,EM,0,Nitin,Mirchandani,0
183,EM,0,Barbara,Decker,0
184,EM,0,John,Chen,2
185,EM,0,Stefen,Hesse,1
186,EM,0,Shane,Kim,2
187,EM,0,Yvonne,McKay,0
188,EM,0,Douglas,Hite,1
189,EM,0,Janeth,Esteves,1
190,EM,0,Robert,Rounthwaite,0
191,EM,0,Lionel,Penuchot,1
192,EM,0,Brenda,Diaz,1
193,EM,0,Alejandro,McGuel,0
194,EM,0,Fred,Northup,0
195,EM,0,Kevin,Liu,2
196,EM,0,Shammi,Mohamed,0
197,EM,0,Rajesh,Patel,1
198,EM,0,Lorraine,Nay,1
199,EM,0,Paula,Nartker,1
200,EM,0,Frank,Lee,0
201,EM,0,Brian,Lloyd,0
202,EM,0,Tawana,Nusbaum,0
203,EM,0,Ken,Myer,1
204,EM,0,Gabe,Mares,0
205,EM,0,Lori,Kane,0
206,EM,0,Stuart,Munson,2
207,EM,0,Greg,Alderson,0
208,EM,0,Scott,Gode,0
209,EM,0,Kathie,Flood,0
210,EM,0,Belinda,Newman,2
211,EM,0,Hazem,Abolrous,0
212,EM,0,Peng,Wu,2
213,EM,0,Sootha,Charncherngkha,0
214,EM,0,Andreas,Berglund,0
215,EM,0,Mark,Harrington,0
216,EM,0,Sean,Alexander,2
217,EM,0,Zainal,Arifin,1
218,EM,0,Tengiz,Kharatishvili,1
219,EM,0,Sean,Chai,0
220,EM,0,Karen,Berge,0
221,EM,0,Chris,Norred,0
222,EM,0,A. Scott,Wright,0
223,EM,0,Sairaj,Uddin,0
224,EM,0,William,Vong,2
225,EM,0,Alan,Brewer,0
226,EM,0,Brian,LaMee,0
227,EM,0,Gary,Altman,0
228,EM,0,Christian,Kleinerman,0
229,EM,0,Lori,Penor,0
230,EM,0,Stuart,Macrae,0
231,EM,0,Jo,Berry,0
232,EM,0,Pat,Coleman,0
233,EM,0,Magnus,Hedlund,0
234,EM,0,Laura,Norman,1
235,EM,0,Paula,Barreto de Mattos,2
236,EM,0,Grant,Culbertson,2
237,EM,0,Hao,Chen,0
238,EM,0,Vidur,Luthra,0
239,EM,0,Mindy,Martin,0
240,EM,0,Willis,Johnson,0
241,EM,0,David,Liu,0
242,EM,0,Deborah,Poe,0
243,EM,0,Candy,Spoon,0
244,EM,0,Bryan,Walton,0
245,EM,0,Barbara,Moreland,0
246,EM,0,Dragan,Tomic,1
247,EM,0,Janet,Sheperdigian,0
248,EM,0,Mike,Seamans,2
249,EM,0,Wendy,Kahn,2
250,EM,0,Sheela,Word,0
251,EM,0,Mikael,Sandberg,2
252,EM,0,Arvind,Rao,0
253,EM,0,Linda,Meisner,0
254,EM,0,Fukiko,Ogisu,0
255,EM,0,Gordon,Hee,0
256,EM,0,Frank,Pellow,0
257,EM,0,Eric,Kurjan,2
258,EM,0,Erin,Hagens,0
259,EM,0,Ben,Miller,0
260,EM,0,Annette,Hill,1
261,EM,0,Reinout,Hillmann,2
262,EM,0,David,Barber,0
263,EM,0,Jean,Trenary,2
264,EM,0,Stephanie,Conroy,2
265,EM,0,Ashvini,Sharma,1
266,EM,0,Peter,Connelly,0
267,EM,0,Karen,Berg,0
268,EM,0,Ramesh,Meyyappan,1
269,EM,0,Dan,Bacon,0
270,EM,0,François,Ajenstat,0
271,EM,0,Dan,Wilson,0
272,EM,0,Janaina,Bueno,0
273,EM,0,Brian,Welcker,0
274,SP,0,Stephen,Jiang,0
275,SP,0,Michael,Blythe,1
276,SP,0,Linda,Mitchell,0
277,SP,0,Jillian,Carson,1
278,SP,0,Garrett,Vargas,0
279,SP,0,Tsvi,Reiter,1
280,SP,0,Pamela,Ansman-Wolfe,1
281,SP,0,Shu,Ito,2
282,SP,0,José,Saraiva,0
283,SP,0,David,Campbell,0
284,SP,0,Tete,Mensa-Annan,1
285,SP,0,Syed,Abbas,0
286,SP,0,Lynn,Tsoflias,2
287,SP,0,Amy,Alberts,1
288,SP,0,Rachel,Valdez,0
289,SP,0,Jae,Pak,0
290,SP,0,Ranjit,Varkey Chudukatil,0
291,SC,0,Gustavo,Achong,2
293,SC,0,Catherine,Abel,1
295,SC,0,Kim,Abercrombie,0
297,SC,0,Humberto,Acevedo,2
299,SC,0,Pilar,Ackerman,0
301,SC,0,Frances,Adams,1
303,SC,0,Margaret,Smith,0
305,SC,0,Carla,Adams,0
307,SC,0,Jay,Adams,1
309,SC,0,Ronald,Adina,0
311,SC,0,Samuel,Agcaoili,0
313,SC,0,James,Aguilar,1
315,SC,0,Robert,Ahlering,0
317,SC,0,François,Ferrier,1
319,SC,0,Kim,Akers,2
321,SC,0,Lili,Alameda,1
323,SC,0,Amy,Alberts,1
325,SC,0,Anna,Albright,1
327,SC,0,Milton,Albury,0
329,SC,0,Paul,Alcorn,1
331,SC,0,Gregory,Alderson,0
333,SC,0,J. Phillip,Alexander,1
335,SC,0,Michelle,Alexander,2
337,SC,0,Sean,Jacobson,2
339,SC,0,Phyllis,Allen,1
341,SC,0,Marvin,Allen,0
343,SC,0,Michael,Allen,2
345,SC,0,Cecil,Allison,0
347,SC,0,Oscar,Alpuerto,1
349,SC,0,Sandra,Altamirano,0
351,SC,0,Selena,Alvarado,0
353,SC,0,Emilio,Alvaro,1
355,SC,0,Maxwell,Amland,0
357,SC,0,Mae,Anderson,0
359,SC,0,Ramona,Antrim,0
361,SC,0,Sabria,Appelbaum,0
363,SC,0,Hannah,Arakawa,0
365,SC,0,Kyley,Arbelaez,1
367,SC,0,Tom,Johnston,1
369,SC,0,Thomas,Armstrong,0
371,SC,0,John,Arthur,0
373,SC,0,Chris,Ashton,1
375,SC,0,Teresa,Atkinson,0
377,SC,0,John,Ault,0
379,SC,0,Robert,Avalos,0
381,SC,0,Stephen,Ayers,0
383,SC,0,Phillip,Bacalzo,0
385,SC,0,Daniel,Blanco,0
387,SC,0,Cory,Booth,1
389,SC,0,James,Bailey,0
391,SC,0,Douglas,Baldwin,0
393,SC,0,Jennifer,Bales,1
395,SC,0,Alberto,Baltazar,0
397,SC,0,Wayne,Banack,2
399,SC,0,Darrell,Banks,2
401,SC,0,Angela,Barbariol,0
403,SC,0,David,Barber,1
405,SC,0,Robert,Barker,0
407,SC,0,Rebecca,Barley,2
409,SC,0,Brenda,Barlow,1
411,SC,0,Josh,Barnhill,0
413,SC,0,Adam,Barr,1
415,SC,0,Norma,Barrera,2
417,SC,0,Gytis,Barzdukas,0
419,SC,0,David,Bartness,0
421,SC,0,Karel,Bates,1
423,SC,0,Ciro,Bauer,0
425,SC,0,Glenna,Beanston,0
427,SC,0,Shaun,Beasley,1
429,SC,0,John,Beaver,0
431,SC,0,Christopher,Beck,0
433,SC,0,Bradley,Beck,1
435,SC,0,Benjamin,Becker,0
437,SC,0,Ann,Beebe,0
439,SC,0,Shane,Belli,1
441,SC,0,Stanley,Alan,0
443,SC,0,Mason,Bendixen,0
445,SC,0,John,Bennetts,0
447,SC,0,Ido,Ben-Sachar,0
449,SC,0,Edna,Benson,0
451,SC,0,Payton,Benson,0
453,SC,0,Max,Benson,0
455,SC,0,Scot,Bent,0
457,SC,0,Richard,Bentley,0
459,SC,0,Marian,Berch,0
461,SC,0,Karen,Berge,1
463,SC,0,Alexander,Berger,1
465,SC,0,John,Berger,0
467,SC,0,Kris,Bergin,0
469,SC,0,Andreas,Berglund,0
471,SC,0,Robert,Bernacchi,1
473,SC,0,Matthias,Berndt,1
475,SC,0,John,Berry,0
477,SC,0,Steven,Brown,0
479,SC,0,Chris,Bidelman,0
481,SC,0,Mary,Billstrom,1
483,SC,0,Jimmy,Bischoff,1
485,SC,0,Mary,Bishop,0
487,SC,0,Mae,Black,2
489,SC,0,Jackie,Blackwell,1
491,SC,0,Donald,Blanton,0
493,SC,0,Linda,Burnett,2
495,SC,0,Michael,Blythe,0
497,SC,0,Gabriel,Bockenkamp,0
499,SC,0,Michael,Bohling,1
501,SC,0,Corinna,Bolender,0
503,SC,0,Luis,Bonifaz,2
505,SC,0,Randall,Boseman,2
507,SC,0,Stephanie,Bourne,0
509,SC,0,Eli,Bowen,1
511,SC,0,Lester,Bowman,0
513,SC,0,David,Bradley,1
515,SC,0,Cornelius,Brandon,0
517,SC,0,Richard,Bready,0
519,SC,0,Sara,Breer,0
521,SC,0,Ted,Bremer,1
523,SC,0,Alan,Brewer,1
525,SC,0,Walter,Brian,1
527,SC,0,Christopher,Bright,0
529,SC,0,Carol,Brink,0
531,SC,0,David,Brink,1
533,SC,0,John,Brooks,0
535,SC,0,Willie,Brooks,2
537,SC,0,Carolee,Brown,0
539,SC,0,Jo,Brown,1
541,SC,0,Robert,Brown,0
543,SC,0,Kevin,Browne,1
545,SC,0,Mary,Browning,1
547,SC,0,Dave,Browning,0
549,SC,0,Bridget,Browqett,1
551,SC,0,Eric,Brumfield,0
553,SC,0,Dick,Brummer,0
555,SC,0,Michael,Brundage,0
557,SC,0,Shirley,Bruner,2
559,SC,0,June,Brunner,0
561,SC,0,Dirk,Bruno,0
563,SC,0,Nancy,Buchanan,0
565,SC,0,Janaina Barreiro Gambaro,Bueno,1
567,SC,0,Edward,Buensalido,0
569,SC,0,Megan,Burke,2
571,SC,0,Ingrid,Burkhardt,0
573,SC,0,Karren,Burkhardt,0
575,SC,0,Ovidiu,Burlacu,0
577,SC,0,Dana,Burnell,0
579,SC,0,Timothy,Burnett,2
581,SC,0,Stephen,Burton,0
583,SC,0,Deanna,Buskirk,1
585,SC,0,Jared,Bustamante,0
587,SC,0,Richard,Byham,2
589,SC,0,David,Byrnes,1
591,SC,0,Ryan,Calafato,1
593,SC,0,Sylvia,Caldwell,1
595,SC,0,Mari,Caldwell,2
597,SC,0,Barbara,Calone,0
599,SC,0,Lindsey,Camacho,0
601,SC,0,Gustavo,Camargo,0
603,SC,0,DeeDee,Cameron,1
605,SC,0,Deborah,Lee,0
607,SC,0,Joan,Campbell,0
609,SC,0,David,Campbell,2
611,SC,0,Henry,Campen,2
613,SC,0,Chris,Cannon,0
615,SC,0,Joseph,Cantoni,0
617,SC,0,Suzana De Abreu,Canuto,2
619,SC,0,Jun,Cao,0
621,SC,0,Johnny,Caprio,0
623,SC,0,Richard,Carey,1
625,SC,0,Carlton,Carlisle,0
627,SC,0,Ty Loren,Carlson,0
629,SC,0,Jane,Carmichael,1
631,SC,0,Jovita,Carmody,0
633,SC,0,Steve,Carnes,2
635,SC,0,Fernando,Caro,1
637,SC,0,Rob,Caron,0
639,SC,0,Andy,Carothers,0
641,SC,0,Donna,Carreras,1
643,SC,0,Rosmarie,Carroll,0
645,SC,0,Matthew,Carroll,0
647,SC,0,Joseph,Castellucio,2
649,SC,0,Pamela,Carlson,2
651,SC,0,Raul,Casts,0
653,SC,0,Elizabeth,Catalano,0
655,SC,0,Matthew,Cavallari,0
657,SC,0,Brigid,Cavendish,1
659,SC,0,Andrew,Cencini,0
661,SC,0,Stacey,Cereghino,1
663,SC,0,Baris,Cetinok,1
665,SC,0,Sean,Chai,0
667,SC,0,Pat,Chambers,0
669,SC,0,Forrest,Chandler,1
671,SC,0,Lee,Chapla,2
673,SC,0,Greg,Chapman,0
675,SC,0,Neil,Charney,2
677,SC,0,Hao,Chen,1
679,SC,0,John,Chen,1
681,SC,0,Pei,Chow,0
683,SC,0,Yao-Qiang,Cheng,1
685,SC,0,Nicky,Chesnut,2
687,SC,0,Susan,Chestnut,0
689,SC,0,Martin,Chisholm,0
691,SC,0,Mike,Choi,0
693,SC,0,Ruth,Choin,0
695,SC,0,Anthony,Chor,1
697,SC,0,Charles,Christensen,2
699,SC,0,Jill,Christie,0
701,SC,0,Alice,Clark,1
703,SC,0,Gina,Clark,2
705,SC,0,James,Clark,2
707,SC,0,Jane,Clayton,0
709,SC,0,Kristine,Cleary,2
711,SC,0,Teanna,Cobb,2
713,SC,0,Connie,Coffman,0
715,SC,0,Jeanette,Cole,2
717,SC,0,Eric,Coleman,0
719,SC,0,Pat,Coleman,0
721,SC,0,Takiko,Collins,0
723,SC,0,John,Colon,0
725,SC,0,Scott,Colvin,2
727,SC,0,Aaron,Con,0
729,SC,0,Peter,Connelly,0
731,SC,0,William,Conner,0
733,SC,0,Stephanie,Conroy,0
735,SC,0,Amy,Consentino,0
737,SC,0,Dorothy,Contreras,0
739,SC,0,Patrick,Cook,0
741,SC,0,Scott,Cooper,0
743,SC,0,Eva,Corets,1
745,SC,0,Marlin,Coriell,0
747,SC,0,Ryan,Cornelsen,2
749,SC,0,Bruno,Costa Da Silva,1
751,SC,0,Pamela,Cox,1
753,SC,0,Jack,Creasey,2
755,SC,0,Sharon,Crow,2
757,SC,0,Shelley,Crow,0
759,SC,0,Grant,Culbertson,0
761,SC,0,Scott,Culp,0
763,SC,0,Conor,Cunningham,0
765,SC,0,Jose,Curry,0
767,SC,0,Thierry,D'Hers,0
769,SC,0,Ryan,Danner,2
771,SC,0,Mike,Danseglio,0
773,SC,0,Megan,Davis,0
775,SC,0,Alvaro,De Matos Miranda Filho,1
777,SC,0,Jose,De Oliveira,2
779,SC,0,Jacob,Dean,1
781,SC,0,Alexander,Deborde,0
783,SC,0,Barbara,Decker,0
785,SC,0,Kirk,DeGrasse,0
787,SC,0,Aidan,Delaney,0
789,SC,0,Stefan,Delmarco,2
791,SC,0,Shawn,Demicell,2
793,SC,0,Della,Demott Jr,0
795,SC,0,Bruno,Deniut,2
797,SC,0,Helen,Dennis,2
799,SC,0,Prashanth,Desai,2
801,SC,0,Bev,Desalvo,1
803,SC,0,Brenda,Diaz,0
805,SC,0,Gabriele,Dickmann,0
807,SC,0,Holly,Dickson,0
809,SC,0,Dick,Dievendorff,2
811,SC,0,Rudolph,Dillon,0
813,SC,0,Andrew,Dixon,0
815,SC,0,Blaine,Dockter,1
817,SC,0,Cindy,Dodd,2
819,SC,0,John,Donovan,1
821,SC,0,Patricia,Doyle,0
823,SC,0,Gerald,Drury,0
825,SC,0,Gary,Drury,1
827,SC,0,Reuben,D'sa,0
829,SC,0,Ed,Dudenhoefer,0
831,SC,0,Bernard,Duerr,0
833,SC,0,Tish,Duff,2
835,SC,0,Adrian,Dumitrascu,0
837,SC,0,Bart,Duncan,1
839,SC,0,Maciej,Dusza,1
841,SC,0,Shelley,Dyck,0
843,SC,0,Linda,Ecoffey,2
845,SC,0,Carla,Eldridge,0
847,SC,0,Carol,Elliott,2
849,SC,0,Shannon,Elliott,0
851,SC,0,Jauna,Elson,1
853,SC,0,Michael,Emanuel,0
855,SC,0,Terry,Eminhizer,0
857,SC,0,John,Emory,1
859,SC,0,Gail,Erickson,1
861,SC,0,Mark,Erickson,2
863,SC,0,Martha,Espinoza,1
865,SC,0,Julie,Estes,2
867,SC,0,Janeth,Esteves,1
869,SC,0,Twanna,Evans,2
871,SC,0,Ann,Evans,1
873,SC,0,John,Evans,0
875,SC,0,Marc,Faeber,0
877,SC,0,Fadi,Fakhouri,0
879,SC,0,Carolyn,Farino,2
881,SC,0,Geri,Farrell,1
883,SC,0,Hanying,Feng,0
885,SC,0,Rhoda,Finley,0
887,SC,0,Duane,Fitzgerald,1
889,SC,0,James,Fine,0
891,SC,0,Kathie,Flood,0
893,SC,0,Jay,Fluegel,0
895,SC,0,Kelly,Focht,1
897,SC,0,Jeffrey,Ford,0
899,SC,0,Garth,Fort,0
901,SC,0,Dorothy,Fox,2
903,SC,0,Judith,Frazier,0
905,SC,0,John,Fredericksen,0
907,SC,0,Susan,French,0
909,SC,0,Liam,Friedland,0
911,SC,0,Mihail,Frintu,0
913,SC,0,John,Ford,2
915,SC,0,Paul,Fulton,2
917,SC,0,Don,Funk,2
919,SC,0,Bob,Gage,1
921,SC,0,Aldeen,Gallagher,2
923,SC,0,Michael,Galos,0
925,SC,0,Jon,Ganio,1
927,SC,0,Kathleen,Garza,2
929,SC,0,Dominic,Gash,0
931,SC,0,Janet,Gates,0
933,SC,0,Orlando,Gee,0
935,SC,0,Darren,Gehring,1
937,SC,0,Jim,Geist,0
939,SC,0,Barbara,German,0
941,SC,0,Tom,Getzinger,0
943,SC,0,Leo,Giakoumakis,1
945,SC,0,Cornett,Gibbens,1
947,SC,0,Frances,Giglio,2
949,SC,0,Guy,Gilbert,0
951,SC,0,Janet,Gilliat,0
953,SC,0,Mary,Gimmi,0
955,SC,0,David,Givens,0
957,SC,0,Jeanie,Glenn,2
959,SC,0,Diane,Glimp,0
961,SC,0,James,Glynn,0
963,SC,0,Scott,Gode,0
965,SC,0,Mete,Goktepe,2
967,SC,0,Jossef,Goldberg,0
969,SC,0,Brian,Goldstein,0
971,SC,0,Lynn,Gonzales,0
973,SC,0,Linda,Gonzales,0
975,SC,0,Abigail,Gonzalez,0
977,SC,0,Michael,Graff,2
979,SC,0,Derek,Graham,0
981,SC,0,Lowell,Graham,1
983,SC,0,Jon,Grande,1
985,SC,0,Jane,Greer,1
987,SC,0,Geoff,Grisso,1
989,SC,0,Douglas,Groncki,1
991,SC,0,Brian,Groth,1
993,SC,0,Faith,Gustafson,1
995,SC,0,Greg,Harrison,0
997,SC,0,Hattie,Haemon,0
999,SC,0,Matthew,Hagemann,0
1001,SC,0,Erin,Hagens,0
1003,SC,0,Betty,Haines,2
1005,SC,0,Karen,Hall,0
1007,SC,0,Don,Hall,1
1009,SC,0,Bryan,Hamilton,0
1011,SC,0,James,Hamilton,0
1013,SC,0,Kerim,Hanif,0
1015,SC,0,Jean,Handley,2
1017,SC,0,Mark,Hanson,0
1019,SC,0,William,Hapke,2
1021,SC,0,Katherine,Harding,2
1023,SC,0,Kimberly,Harrington,1
1025,SC,0,Lucy,Harrington,0
1027,SC,0,Keith,Harris,2
1029,SC,0,Doris,Hartwig,0
1031,SC,0,Roger,Harui,2
1033,SC,0,Ann,Hass,2
1035,SC,0,Mark,Hassall,1
1037,SC,0,Neal,Hasty,1
1039,SC,0,James,Haugh,1
1041,SC,0,Jeff,Hay,1
1043,SC,0,Brenda,Heaney,0
1045,SC,0,James,Hendergart,0
1047,SC,0,John,Hanson,1
1049,SC,0,Valerie,Hendricks,1
1051,SC,0,Jay,Henningsen,0
1053,SC,0,Jeff,Henshaw,0
1055,SC,0,Kari,Hensien,1
1057,SC,0,Deena,Herman,2
1059,SC,0,Irene,Hernandez,0
1061,SC,0,Jésus,Hernandez,0
1063,SC,0,Pam,Herrick,0
1065,SC,0,Cheryl,Herring,0
1067,SC,0,Ronald,Heymsfield,0
1069,SC,0,Sidney,Higa,2
1071,SC,0,Onetha,Higgs,1
1073,SC,0,Fran,Highfill,0
1075,SC,0,Geneva,Hill,2
1077,SC,0,Andrew,Hill,0
1079,SC,0,Reinout,Hillmann,0
1081,SC,0,Mike,Hines,1
1083,SC,0,Matthew,Hink,2
1085,SC,0,Nancy,Hirota,0
1087,SC,0,Rose,Hirsch,1
1089,SC,0,Douglas,Hite,0
1091,SC,0,David,Hodgson,2
1093,SC,0,Helge,Hoeing,1
1095,SC,0,Barbara,Hoffman,0
1097,SC,0,Holly,Holt,0
1099,SC,0,Bob,Hodges,1
1101,SC,0,Jean,Holloway,1
1103,SC,0,Michael,Holm,2
1105,SC,0,Eddie,Holmes,0
1107,SC,0,Juanita,Holman,2
1109,SC,0,Peter,Houston,2
1111,SC,0,Curtis,Howard,0
1113,SC,0,Joe,Howard,2
1115,SC,0,Janice,Hows,2
1117,SC,0,George,Huckaby,0
1119,SC,0,Joshua,Huff,1
1121,SC,0,Arlene,Huff,1
1123,SC,0,Matthew,Hunter,1
1125,SC,0,Phyllis,Huntsman,2
1127,SC,0,Lawrence,Hurkett,1
1129,SC,0,Ryan,Ihrig,2
1131,SC,0,Beth,Inghram,1
1133,SC,0,Lucio,Iallo,2
1135,SC,0,Richard,Irwin,0
1137,SC,0,Erik,Ismert,2
1139,SC,0,Denean,Ison,1
1141,SC,0,Raman,Iyer,0
1143,SC,0,Bronson,Jacobs,2
1145,SC,0,Eric,Jacobsen,0
1147,SC,0,Jodan,Jacobson,0
1149,SC,0,Mary,Alexander,0
1151,SC,0,David,Jaffe,0
1153,SC,0,Jay,Jamison,1
1155,SC,0,Vance,Johns,0
1157,SC,0,Joyce,Jarvis,0
1159,SC,0,George,Jiang,0
1161,SC,0,Stephen,Jiang,0
1163,SC,0,Samuel,Johnson,0
1165,SC,0,Danielle,Johnson,1
1167,SC,0,Greg,Johnson,1
1169,SC,0,Barry,Johnson,1
1171,SC,0,Brian,Johnson,2
1173,SC,0,David,Johnson,2
1175,SC,0,Willis,Johnson,1
1177,SC,0,Tamara,Johnston,0
1179,SC,0,Robert,Jones,1
1181,SC,0,Brannon,Jones,2
1183,SC,0,Jean,Jordan,1
1185,SC,0,Peggy,Justice,0
1187,SC,0,Diane,Krane,0
1189,SC,0,Scott,Kaffer,2
1191,SC,0,Sandra,Kitt,0
1193,SC,0,Wendy,Kahn,2
1195,SC,0,Sandeep,Kaliyath,0
1197,SC,0,John,Kane,1
1199,SC,0,Lori,Kane,0
1201,SC,0,Judith,Krane,2
1203,SC,0,Kay,Krane,0
